timestamp,id,code,name,category_name,price,discount_price,total_stock,warehouse_stock
2026-01-30T00:37:16.082764,43116,,Vodka Red Bull,Bundles,9080.0,8500.0,8,"{""H495"": 8}"
2026-01-30T00:37:16.082764,43117,,VELO Crispy Peppermint 3 (5 stk),Bundles,4950.0,4500.0,3,"{""H495"": 3}"
2026-01-30T00:37:16.082764,43015,30230688,Piccanti Rosso Toscana 3L,Boxed Wines,8680.0,,1,"{""H495"": 1}"
2026-01-30T00:37:16.082764,43004,30230614,Casillero Del Diablo Cabernet Sauvignon 3L,Boxed Wines,8390.0,,2,"{""H495"": 2}"
2026-01-30T00:37:16.082764,42730,30230849,Falling Feather Ruby Cabernet 3L,Boxed Wines,8290.0,,6,"{""H495"": 6}"
2026-01-30T00:37:16.082764,42687,30230783,Tommasi Pinot Grigio 3L,Boxed Wines,7990.0,,6,"{""H495"": 6}"
2026-01-30T00:37:16.082764,42699,30230784,Frontera Chardonnay 3L,Boxed Wines,6790.0,,5,"{""H495"": 5}"
2026-01-30T00:37:16.082764,42685,30230781,Tommasi Graticcio Appassionato 3L,Boxed Wines,9250.0,,4,"{""H495"": 4}"
2026-01-30T00:37:16.082764,42683,30230782,Frontera Cabernet Sauvignon 3L,Boxed Wines,6990.0,,14,"{""H495"": 14}"
2026-01-30T00:37:16.082764,42580,30230650,Apothic Red 3L,Boxed Wines,8590.0,,6,"{""H495"": 6}"
2026-01-30T00:37:16.082764,42603,30230653,Drostdy Hof Shiraz Merlot 3L,Boxed Wines,7290.0,,8,"{""H495"": 8}"
2026-01-30T00:37:16.082764,42585,30230651,Two Oceans Fresh & Fruity 3L,Boxed Wines,6590.0,,3,"{""H495"": 3}"
2026-01-30T00:37:16.082764,42590,30230682,Lindemans Chardonnay 3L,Boxed Wines,8980.0,,2,"{""H495"": 2}"
2026-01-30T00:37:16.082764,42581,30230652,Butcher's Cut Premium Malbec 3L,Boxed Wines,7790.0,,5,"{""H495"": 5}"
2026-01-30T00:37:16.082764,42540,30230579,Fairview Goats do Roam White Blend 3L,Boxed Wines,11390.0,,7,"{""H495"": 7}"
2026-01-30T00:37:16.082764,42539,30230580,Fairview Goats do Roam Red Blend 3L,Boxed Wines,11390.0,,9,"{""H495"": 9}"
2026-01-30T01:37:18.635956,42686,30230823,Gull Lite 12x500ml,New Location,5690.0,,18,"{""H495"": 18}"
2026-01-30T01:37:18.635956,42696,30230821,Boli 12x500ml,New Location,6190.0,,6,"{""H495"": 6}"
2026-01-30T01:37:18.635956,42733,30230859,Víking Gylltur 12x500ml,New Location,5990.0,,3,"{""H495"": 3}"
2026-01-30T01:37:18.635956,42436,30158966,Coca-Cola 10x330ml,New Location,1290.0,,12,"{""H495"": 12}"
2026-01-30T01:37:18.635956,42699,30230784,Frontera Chardonnay 3L,New Location,6790.0,,5,"{""H495"": 5}"
2026-01-30T01:37:18.635956,42434,30207919,Pepsi Max 12x330ml,New Location,1590.0,,11,"{""H495"": 11}"
2026-01-30T01:37:18.635956,42803,30230911,Einstök Arctic Pale Ale 12x330ml,New Location,4790.0,,1,"{""H495"": 1}"
2026-01-30T01:37:18.635956,42661,30230734,Boli X 12x330ml,New Location,4790.0,,4,"{""H495"": 4}"
2026-01-30T01:37:18.635956,42606,30230633,Koskenkorva Vodka 500ml,New Location,4990.0,,12,"{""H495"": 12}"
2026-01-30T01:37:18.635956,42797,30230931,Absolut Vodka 1L,New Location,10790.0,,6,"{""H495"": 6}"
2026-01-30T01:37:18.635956,42703,30230822,Gull 12x500ml,Popular,5790.0,,1,"{""H495"": 1}"
2026-01-30T01:37:18.635956,42686,30230823,Gull Lite 12x500ml,Popular,5690.0,,18,"{""H495"": 18}"
2026-01-30T01:37:18.635956,42434,30207919,Pepsi Max 12x330ml,Popular,1590.0,,11,"{""H495"": 11}"
2026-01-30T01:37:18.635956,42441,30208252,Kristall Mexican Lime 12x330ml,Popular,1590.0,,11,"{""H495"": 11}"
2026-01-30T01:37:18.635956,42696,30230821,Boli 12x500ml,Popular,6190.0,,6,"{""H495"": 6}"
2026-01-30T01:37:18.635956,42661,30230734,Boli X 12x330ml,Popular,4790.0,,4,"{""H495"": 4}"
2026-01-30T01:37:18.635956,42692,30230793,Martini Prosecco 750ml,Popular,2290.0,,9,"{""H495"": 9}"
2026-01-30T01:37:18.635956,42601,30230681,Gato Negro Cabernet Sauvignon 750ml,Popular,1590.0,,2,"{""H495"": 2}"
2026-01-30T01:37:18.635956,42680,30230819,Tuborg Green 12x500ml,Popular,4590.0,,5,"{""H495"": 5}"
2026-01-30T01:37:18.635956,42724,30230846,Finca Las Moras Malbec 750ml,Popular,2690.0,,10,"{""H495"": 10}"
2026-01-30T01:37:18.635956,42708,30230818,Gull 12x330ml,Popular,4590.0,,10,"{""H495"": 10}"
2026-01-30T01:37:18.635956,43058,30233867,Thule 12x330ml,Great Deals,4790.0,3890.0,9,"{""H495"": 9}"
2026-01-30T01:37:18.635956,42588,30230639,Heineken 6x330ml,Great Deals,2490.0,1990.0,11,"{""H495"": 11}"
2026-01-30T01:37:18.635956,42569,30230581,Heineken 6x330ml (Gler),Great Deals,2090.0,1990.0,11,"{""H495"": 11}"
2026-01-30T01:37:18.635956,42669,30230770,Ölvisholt Classic 10x330ml,Great Deals,4490.0,3590.0,2,"{""H495"": 2}"
2026-01-30T01:37:18.635956,42649,30230767,Ölvisholt Session IPA 10x330ml,Great Deals,4790.0,3890.0,5,"{""H495"": 5}"
2026-01-30T01:37:18.635956,42612,30230659,Ölvisholt Birta 6x330ml,Great Deals,2490.0,2090.0,3,"{""H495"": 3}"
2026-01-30T01:37:18.635956,42657,30230768,Ölvisholt Lager 10x330ml,Great Deals,4480.0,3590.0,1,"{""H495"": 1}"
2026-01-30T01:37:18.635956,42656,30230727,RVK Popp Corn Lager 6x330ml,Great Deals,2690.0,2090.0,1,"{""H495"": 1}"
2026-01-30T01:37:18.635956,42703,30230822,Gull 12x500ml,Gull,5790.0,,1,"{""H495"": 1}"
2026-01-30T01:37:18.635956,42686,30230823,Gull Lite 12x500ml,Gull,5690.0,,18,"{""H495"": 18}"
2026-01-30T01:37:18.635956,43032,30230708,Gull Lite Premium 12x500ml,Gull,6190.0,,2,"{""H495"": 2}"
2026-01-30T01:37:18.635956,42508,30216182,Gull Lite 12x330ml,Gull,4390.0,,11,"{""H495"": 11}"
2026-01-30T01:37:18.635956,42708,30230818,Gull 12x330ml,Gull,4590.0,,10,"{""H495"": 10}"
2026-01-30T01:37:18.635956,42605,30230709,Gull Lite Premium 12x330ml,Gull,4790.0,,6,"{""H495"": 6}"
2026-01-30T01:37:18.635956,43058,30233867,Thule 12x330ml,Thule,4790.0,3890.0,9,"{""H495"": 9}"
2026-01-30T01:37:18.635956,42813,30230936,Faustino VII Red 750ml,Faustino,2290.0,,4,"{""H495"": 4}"
2026-01-30T01:37:18.635956,42815,30230937,Faustino VII Rose 750ml,Faustino,2790.0,,5,"{""H495"": 5}"
2026-01-30T01:37:18.635956,42751,30230903,Faustino V Reserva 750ml,Faustino,3690.0,,7,"{""H495"": 7}"
2026-01-30T01:37:18.635956,42712,30230841,Faustino Crianza 750ml,Faustino,3090.0,,6,"{""H495"": 6}"
2026-01-30T01:37:18.635956,42713,30230833,Faustino Cava Brut 750ml,Faustino,3090.0,,7,"{""H495"": 7}"
2026-01-30T01:37:18.635956,42820,30230990,Breezer Lemon 4x275ml,Breezer,1990.0,,5,"{""H495"": 5}"
2026-01-30T01:37:18.635956,42818,30230984,Breezer Strawberry 4x275ml,Breezer,1990.0,,5,"{""H495"": 5}"
2026-01-30T01:37:18.635956,42808,30230985,Breezer Mango 4x275ml,Breezer,1990.0,,6,"{""H495"": 6}"
2026-01-30T01:37:18.635956,42793,30230982,Breezer Lime 4x275ml,Breezer,1990.0,,4,"{""H495"": 4}"
2026-01-30T01:37:18.635956,43114,,Gin & Tonic,Bundles,9880.0,9390.0,5,"{""H495"": 5}"
2026-01-30T01:37:18.635956,43115,,Whiskey Ginger,Bundles,7000.0,6800.0,4,"{""H495"": 4}"
2026-01-30T01:37:18.635956,43116,,Vodka Red Bull,Bundles,9080.0,8500.0,8,"{""H495"": 8}"
2026-01-30T01:37:18.635956,43117,,VELO Crispy Peppermint 3 (5 stk),Bundles,4950.0,4500.0,3,"{""H495"": 3}"
2026-01-30T01:37:18.635956,43015,30230688,Piccanti Rosso Toscana 3L,Boxed Wines,8680.0,,1,"{""H495"": 1}"
2026-01-30T01:37:18.635956,43004,30230614,Casillero Del Diablo Cabernet Sauvignon 3L,Boxed Wines,8390.0,,2,"{""H495"": 2}"
2026-01-30T01:37:18.635956,42730,30230849,Falling Feather Ruby Cabernet 3L,Boxed Wines,8290.0,,6,"{""H495"": 6}"
2026-01-30T01:37:18.635956,42687,30230783,Tommasi Pinot Grigio 3L,Boxed Wines,7990.0,,6,"{""H495"": 6}"
2026-01-30T01:37:18.635956,42699,30230784,Frontera Chardonnay 3L,Boxed Wines,6790.0,,5,"{""H495"": 5}"
2026-01-30T01:37:18.635956,42685,30230781,Tommasi Graticcio Appassionato 3L,Boxed Wines,9250.0,,4,"{""H495"": 4}"
2026-01-30T01:37:18.635956,42683,30230782,Frontera Cabernet Sauvignon 3L,Boxed Wines,6990.0,,14,"{""H495"": 14}"
2026-01-30T01:37:18.635956,42580,30230650,Apothic Red 3L,Boxed Wines,8590.0,,6,"{""H495"": 6}"
2026-01-30T01:37:18.635956,42603,30230653,Drostdy Hof Shiraz Merlot 3L,Boxed Wines,7290.0,,8,"{""H495"": 8}"
2026-01-30T01:37:18.635956,42585,30230651,Two Oceans Fresh & Fruity 3L,Boxed Wines,6590.0,,3,"{""H495"": 3}"
2026-01-30T01:37:18.635956,42590,30230682,Lindemans Chardonnay 3L,Boxed Wines,8980.0,,2,"{""H495"": 2}"
2026-01-30T01:37:18.635956,42581,30230652,Butcher's Cut Premium Malbec 3L,Boxed Wines,7790.0,,5,"{""H495"": 5}"
2026-01-30T01:37:18.635956,42540,30230579,Fairview Goats do Roam White Blend 3L,Boxed Wines,11390.0,,7,"{""H495"": 7}"
2026-01-30T01:37:18.635956,42539,30230580,Fairview Goats do Roam Red Blend 3L,Boxed Wines,11390.0,,9,"{""H495"": 9}"
2026-01-30T02:37:20.665189,42686,30230823,Gull Lite 12x500ml,New Location,5690.0,,18,"{""H495"": 18}"
2026-01-30T02:37:20.665189,42696,30230821,Boli 12x500ml,New Location,6190.0,,6,"{""H495"": 6}"
2026-01-30T02:37:20.665189,42733,30230859,Víking Gylltur 12x500ml,New Location,5990.0,,3,"{""H495"": 3}"
2026-01-30T02:37:20.665189,42436,30158966,Coca-Cola 10x330ml,New Location,1290.0,,12,"{""H495"": 12}"
2026-01-30T02:37:20.665189,42699,30230784,Frontera Chardonnay 3L,New Location,6790.0,,5,"{""H495"": 5}"
2026-01-30T02:37:20.665189,42434,30207919,Pepsi Max 12x330ml,New Location,1590.0,,11,"{""H495"": 11}"
2026-01-30T02:37:20.665189,42803,30230911,Einstök Arctic Pale Ale 12x330ml,New Location,4790.0,,1,"{""H495"": 1}"
2026-01-30T02:37:20.665189,42661,30230734,Boli X 12x330ml,New Location,4790.0,,4,"{""H495"": 4}"
2026-01-30T02:37:20.665189,42606,30230633,Koskenkorva Vodka 500ml,New Location,4990.0,,12,"{""H495"": 12}"
2026-01-30T02:37:20.665189,42797,30230931,Absolut Vodka 1L,New Location,10790.0,,6,"{""H495"": 6}"
2026-01-30T02:37:20.665189,42703,30230822,Gull 12x500ml,Popular,5790.0,,1,"{""H495"": 1}"
2026-01-30T02:37:20.665189,42686,30230823,Gull Lite 12x500ml,Popular,5690.0,,18,"{""H495"": 18}"
2026-01-30T02:37:20.665189,42434,30207919,Pepsi Max 12x330ml,Popular,1590.0,,11,"{""H495"": 11}"
2026-01-30T02:37:20.665189,42441,30208252,Kristall Mexican Lime 12x330ml,Popular,1590.0,,11,"{""H495"": 11}"
2026-01-30T02:37:20.665189,42696,30230821,Boli 12x500ml,Popular,6190.0,,6,"{""H495"": 6}"
2026-01-30T02:37:20.665189,42661,30230734,Boli X 12x330ml,Popular,4790.0,,4,"{""H495"": 4}"
2026-01-30T02:37:20.665189,42692,30230793,Martini Prosecco 750ml,Popular,2290.0,,9,"{""H495"": 9}"
2026-01-30T02:37:20.665189,42601,30230681,Gato Negro Cabernet Sauvignon 750ml,Popular,1590.0,,2,"{""H495"": 2}"
2026-01-30T02:37:20.665189,42680,30230819,Tuborg Green 12x500ml,Popular,4590.0,,5,"{""H495"": 5}"
2026-01-30T02:37:20.665189,42724,30230846,Finca Las Moras Malbec 750ml,Popular,2690.0,,10,"{""H495"": 10}"
2026-01-30T02:37:20.665189,42708,30230818,Gull 12x330ml,Popular,4590.0,,10,"{""H495"": 10}"
2026-01-30T02:37:20.665189,43058,30233867,Thule 12x330ml,Great Deals,4790.0,3890.0,9,"{""H495"": 9}"
2026-01-30T02:37:20.665189,42588,30230639,Heineken 6x330ml,Great Deals,2490.0,1990.0,11,"{""H495"": 11}"
2026-01-30T02:37:20.665189,42569,30230581,Heineken 6x330ml (Gler),Great Deals,2090.0,1990.0,11,"{""H495"": 11}"
2026-01-30T02:37:20.665189,42669,30230770,Ölvisholt Classic 10x330ml,Great Deals,4490.0,3590.0,2,"{""H495"": 2}"
2026-01-30T02:37:20.665189,42649,30230767,Ölvisholt Session IPA 10x330ml,Great Deals,4790.0,3890.0,5,"{""H495"": 5}"
2026-01-30T02:37:20.665189,42612,30230659,Ölvisholt Birta 6x330ml,Great Deals,2490.0,2090.0,3,"{""H495"": 3}"
2026-01-30T02:37:20.665189,42657,30230768,Ölvisholt Lager 10x330ml,Great Deals,4480.0,3590.0,1,"{""H495"": 1}"
2026-01-30T02:37:20.665189,42656,30230727,RVK Popp Corn Lager 6x330ml,Great Deals,2690.0,2090.0,1,"{""H495"": 1}"
2026-01-30T02:37:20.665189,42703,30230822,Gull 12x500ml,Gull,5790.0,,1,"{""H495"": 1}"
2026-01-30T02:37:20.665189,42686,30230823,Gull Lite 12x500ml,Gull,5690.0,,18,"{""H495"": 18}"
2026-01-30T02:37:20.665189,43032,30230708,Gull Lite Premium 12x500ml,Gull,6190.0,,2,"{""H495"": 2}"
2026-01-30T02:37:20.665189,42508,30216182,Gull Lite 12x330ml,Gull,4390.0,,11,"{""H495"": 11}"
2026-01-30T02:37:20.665189,42708,30230818,Gull 12x330ml,Gull,4590.0,,10,"{""H495"": 10}"
2026-01-30T02:37:20.665189,42605,30230709,Gull Lite Premium 12x330ml,Gull,4790.0,,6,"{""H495"": 6}"
2026-01-30T02:37:20.665189,43058,30233867,Thule 12x330ml,Thule,4790.0,3890.0,9,"{""H495"": 9}"
2026-01-30T02:37:20.665189,42813,30230936,Faustino VII Red 750ml,Faustino,2290.0,,4,"{""H495"": 4}"
2026-01-30T02:37:20.665189,42815,30230937,Faustino VII Rose 750ml,Faustino,2790.0,,5,"{""H495"": 5}"
2026-01-30T02:37:20.665189,42751,30230903,Faustino V Reserva 750ml,Faustino,3690.0,,7,"{""H495"": 7}"
2026-01-30T02:37:20.665189,42712,30230841,Faustino Crianza 750ml,Faustino,3090.0,,6,"{""H495"": 6}"
2026-01-30T02:37:20.665189,42713,30230833,Faustino Cava Brut 750ml,Faustino,3090.0,,7,"{""H495"": 7}"
2026-01-30T02:37:20.665189,42820,30230990,Breezer Lemon 4x275ml,Breezer,1990.0,,5,"{""H495"": 5}"
2026-01-30T02:37:20.665189,42818,30230984,Breezer Strawberry 4x275ml,Breezer,1990.0,,5,"{""H495"": 5}"
2026-01-30T02:37:20.665189,42808,30230985,Breezer Mango 4x275ml,Breezer,1990.0,,6,"{""H495"": 6}"
2026-01-30T02:37:20.665189,42793,30230982,Breezer Lime 4x275ml,Breezer,1990.0,,4,"{""H495"": 4}"
2026-01-30T02:37:20.665189,43114,,Gin & Tonic,Bundles,9880.0,9390.0,5,"{""H495"": 5}"
2026-01-30T02:37:20.665189,43115,,Whiskey Ginger,Bundles,7000.0,6800.0,4,"{""H495"": 4}"
2026-01-30T02:37:20.665189,43116,,Vodka Red Bull,Bundles,9080.0,8500.0,8,"{""H495"": 8}"
2026-01-30T02:37:20.665189,43117,,VELO Crispy Peppermint 3 (5 stk),Bundles,4950.0,4500.0,3,"{""H495"": 3}"
2026-01-30T02:37:20.665189,43015,30230688,Piccanti Rosso Toscana 3L,Boxed Wines,8680.0,,1,"{""H495"": 1}"
2026-01-30T02:37:20.665189,43004,30230614,Casillero Del Diablo Cabernet Sauvignon 3L,Boxed Wines,8390.0,,2,"{""H495"": 2}"
2026-01-30T02:37:20.665189,42730,30230849,Falling Feather Ruby Cabernet 3L,Boxed Wines,8290.0,,6,"{""H495"": 6}"
2026-01-30T02:37:20.665189,42687,30230783,Tommasi Pinot Grigio 3L,Boxed Wines,7990.0,,6,"{""H495"": 6}"
2026-01-30T02:37:20.665189,42699,30230784,Frontera Chardonnay 3L,Boxed Wines,6790.0,,5,"{""H495"": 5}"
2026-01-30T02:37:20.665189,42685,30230781,Tommasi Graticcio Appassionato 3L,Boxed Wines,9250.0,,4,"{""H495"": 4}"
2026-01-30T02:37:20.665189,42683,30230782,Frontera Cabernet Sauvignon 3L,Boxed Wines,6990.0,,14,"{""H495"": 14}"
2026-01-30T02:37:20.665189,42580,30230650,Apothic Red 3L,Boxed Wines,8590.0,,6,"{""H495"": 6}"
2026-01-30T02:37:20.665189,42603,30230653,Drostdy Hof Shiraz Merlot 3L,Boxed Wines,7290.0,,8,"{""H495"": 8}"
2026-01-30T02:37:20.665189,42585,30230651,Two Oceans Fresh & Fruity 3L,Boxed Wines,6590.0,,3,"{""H495"": 3}"
2026-01-30T02:37:20.665189,42590,30230682,Lindemans Chardonnay 3L,Boxed Wines,8980.0,,2,"{""H495"": 2}"
2026-01-30T02:37:20.665189,42581,30230652,Butcher's Cut Premium Malbec 3L,Boxed Wines,7790.0,,5,"{""H495"": 5}"
2026-01-30T02:37:20.665189,42540,30230579,Fairview Goats do Roam White Blend 3L,Boxed Wines,11390.0,,7,"{""H495"": 7}"
2026-01-30T02:37:20.665189,42539,30230580,Fairview Goats do Roam Red Blend 3L,Boxed Wines,11390.0,,9,"{""H495"": 9}"
2026-01-30T03:37:23.245328,42686,30230823,Gull Lite 12x500ml,New Location,5690.0,,18,"{""H495"": 18}"
2026-01-30T03:37:23.245328,42696,30230821,Boli 12x500ml,New Location,6190.0,,6,"{""H495"": 6}"
2026-01-30T03:37:23.245328,42733,30230859,Víking Gylltur 12x500ml,New Location,5990.0,,3,"{""H495"": 3}"
2026-01-30T03:37:23.245328,42436,30158966,Coca-Cola 10x330ml,New Location,1290.0,,12,"{""H495"": 12}"
2026-01-30T03:37:23.245328,42699,30230784,Frontera Chardonnay 3L,New Location,6790.0,,5,"{""H495"": 5}"
2026-01-30T03:37:23.245328,42434,30207919,Pepsi Max 12x330ml,New Location,1590.0,,11,"{""H495"": 11}"
2026-01-30T03:37:23.245328,42803,30230911,Einstök Arctic Pale Ale 12x330ml,New Location,4790.0,,1,"{""H495"": 1}"
2026-01-30T03:37:23.245328,42661,30230734,Boli X 12x330ml,New Location,4790.0,,4,"{""H495"": 4}"
2026-01-30T03:37:23.245328,42606,30230633,Koskenkorva Vodka 500ml,New Location,4990.0,,12,"{""H495"": 12}"
2026-01-30T03:37:23.245328,42797,30230931,Absolut Vodka 1L,New Location,10790.0,,6,"{""H495"": 6}"
2026-01-30T03:37:23.245328,42703,30230822,Gull 12x500ml,Popular,5790.0,,1,"{""H495"": 1}"
2026-01-30T03:37:23.245328,42686,30230823,Gull Lite 12x500ml,Popular,5690.0,,18,"{""H495"": 18}"
2026-01-30T03:37:23.245328,42434,30207919,Pepsi Max 12x330ml,Popular,1590.0,,11,"{""H495"": 11}"
2026-01-30T03:37:23.245328,42441,30208252,Kristall Mexican Lime 12x330ml,Popular,1590.0,,11,"{""H495"": 11}"
2026-01-30T03:37:23.245328,42696,30230821,Boli 12x500ml,Popular,6190.0,,6,"{""H495"": 6}"
2026-01-30T03:37:23.245328,42661,30230734,Boli X 12x330ml,Popular,4790.0,,4,"{""H495"": 4}"
2026-01-30T03:37:23.245328,42692,30230793,Martini Prosecco 750ml,Popular,2290.0,,9,"{""H495"": 9}"
2026-01-30T03:37:23.245328,42601,30230681,Gato Negro Cabernet Sauvignon 750ml,Popular,1590.0,,2,"{""H495"": 2}"
2026-01-30T03:37:23.245328,42680,30230819,Tuborg Green 12x500ml,Popular,4590.0,,5,"{""H495"": 5}"
2026-01-30T03:37:23.245328,42724,30230846,Finca Las Moras Malbec 750ml,Popular,2690.0,,10,"{""H495"": 10}"
2026-01-30T03:37:23.245328,42708,30230818,Gull 12x330ml,Popular,4590.0,,10,"{""H495"": 10}"
2026-01-30T03:37:23.245328,43058,30233867,Thule 12x330ml,Great Deals,4790.0,3890.0,9,"{""H495"": 9}"
2026-01-30T03:37:23.245328,42588,30230639,Heineken 6x330ml,Great Deals,2490.0,1990.0,11,"{""H495"": 11}"
2026-01-30T03:37:23.245328,42569,30230581,Heineken 6x330ml (Gler),Great Deals,2090.0,1990.0,11,"{""H495"": 11}"
2026-01-30T03:37:23.245328,42669,30230770,Ölvisholt Classic 10x330ml,Great Deals,4490.0,3590.0,2,"{""H495"": 2}"
2026-01-30T03:37:23.245328,42649,30230767,Ölvisholt Session IPA 10x330ml,Great Deals,4790.0,3890.0,5,"{""H495"": 5}"
2026-01-30T03:37:23.245328,42612,30230659,Ölvisholt Birta 6x330ml,Great Deals,2490.0,2090.0,3,"{""H495"": 3}"
2026-01-30T03:37:23.245328,42657,30230768,Ölvisholt Lager 10x330ml,Great Deals,4480.0,3590.0,1,"{""H495"": 1}"
2026-01-30T03:37:23.245328,42656,30230727,RVK Popp Corn Lager 6x330ml,Great Deals,2690.0,2090.0,1,"{""H495"": 1}"
2026-01-30T03:37:23.245328,42703,30230822,Gull 12x500ml,Gull,5790.0,,1,"{""H495"": 1}"
2026-01-30T03:37:23.245328,42686,30230823,Gull Lite 12x500ml,Gull,5690.0,,18,"{""H495"": 18}"
2026-01-30T03:37:23.245328,43032,30230708,Gull Lite Premium 12x500ml,Gull,6190.0,,2,"{""H495"": 2}"
2026-01-30T03:37:23.245328,42508,30216182,Gull Lite 12x330ml,Gull,4390.0,,11,"{""H495"": 11}"
2026-01-30T03:37:23.245328,42708,30230818,Gull 12x330ml,Gull,4590.0,,10,"{""H495"": 10}"
2026-01-30T03:37:23.245328,42605,30230709,Gull Lite Premium 12x330ml,Gull,4790.0,,6,"{""H495"": 6}"
2026-01-30T03:37:23.245328,43058,30233867,Thule 12x330ml,Thule,4790.0,3890.0,9,"{""H495"": 9}"
2026-01-30T03:37:23.245328,42813,30230936,Faustino VII Red 750ml,Faustino,2290.0,,4,"{""H495"": 4}"
2026-01-30T03:37:23.245328,42815,30230937,Faustino VII Rose 750ml,Faustino,2790.0,,5,"{""H495"": 5}"
2026-01-30T03:37:23.245328,42751,30230903,Faustino V Reserva 750ml,Faustino,3690.0,,7,"{""H495"": 7}"
2026-01-30T03:37:23.245328,42712,30230841,Faustino Crianza 750ml,Faustino,3090.0,,6,"{""H495"": 6}"
2026-01-30T03:37:23.245328,42713,30230833,Faustino Cava Brut 750ml,Faustino,3090.0,,7,"{""H495"": 7}"
2026-01-30T03:37:23.245328,42820,30230990,Breezer Lemon 4x275ml,Breezer,1990.0,,5,"{""H495"": 5}"
2026-01-30T03:37:23.245328,42818,30230984,Breezer Strawberry 4x275ml,Breezer,1990.0,,5,"{""H495"": 5}"
2026-01-30T03:37:23.245328,42808,30230985,Breezer Mango 4x275ml,Breezer,1990.0,,6,"{""H495"": 6}"
2026-01-30T03:37:23.245328,42793,30230982,Breezer Lime 4x275ml,Breezer,1990.0,,4,"{""H495"": 4}"
2026-01-30T03:37:23.245328,43114,,Gin & Tonic,Bundles,9880.0,9390.0,5,"{""H495"": 5}"
2026-01-30T03:37:23.245328,43115,,Whiskey Ginger,Bundles,7000.0,6800.0,4,"{""H495"": 4}"
2026-01-30T03:37:23.245328,43116,,Vodka Red Bull,Bundles,9080.0,8500.0,8,"{""H495"": 8}"
2026-01-30T03:37:23.245328,43117,,VELO Crispy Peppermint 3 (5 stk),Bundles,4950.0,4500.0,3,"{""H495"": 3}"
2026-01-30T03:37:23.245328,43015,30230688,Piccanti Rosso Toscana 3L,Boxed Wines,8680.0,,1,"{""H495"": 1}"
2026-01-30T03:37:23.245328,43004,30230614,Casillero Del Diablo Cabernet Sauvignon 3L,Boxed Wines,8390.0,,2,"{""H495"": 2}"
2026-01-30T03:37:23.245328,42730,30230849,Falling Feather Ruby Cabernet 3L,Boxed Wines,8290.0,,6,"{""H495"": 6}"
2026-01-30T03:37:23.245328,42687,30230783,Tommasi Pinot Grigio 3L,Boxed Wines,7990.0,,6,"{""H495"": 6}"
2026-01-30T03:37:23.245328,42699,30230784,Frontera Chardonnay 3L,Boxed Wines,6790.0,,5,"{""H495"": 5}"
2026-01-30T03:37:23.245328,42685,30230781,Tommasi Graticcio Appassionato 3L,Boxed Wines,9250.0,,4,"{""H495"": 4}"
2026-01-30T03:37:23.245328,42683,30230782,Frontera Cabernet Sauvignon 3L,Boxed Wines,6990.0,,14,"{""H495"": 14}"
2026-01-30T03:37:23.245328,42580,30230650,Apothic Red 3L,Boxed Wines,8590.0,,6,"{""H495"": 6}"
2026-01-30T03:37:23.245328,42603,30230653,Drostdy Hof Shiraz Merlot 3L,Boxed Wines,7290.0,,8,"{""H495"": 8}"
2026-01-30T03:37:23.245328,42585,30230651,Two Oceans Fresh & Fruity 3L,Boxed Wines,6590.0,,3,"{""H495"": 3}"
2026-01-30T03:37:23.245328,42590,30230682,Lindemans Chardonnay 3L,Boxed Wines,8980.0,,2,"{""H495"": 2}"
2026-01-30T03:37:23.245328,42581,30230652,Butcher's Cut Premium Malbec 3L,Boxed Wines,7790.0,,5,"{""H495"": 5}"
2026-01-30T03:37:23.245328,42540,30230579,Fairview Goats do Roam White Blend 3L,Boxed Wines,11390.0,,7,"{""H495"": 7}"
2026-01-30T03:37:23.245328,42539,30230580,Fairview Goats do Roam Red Blend 3L,Boxed Wines,11390.0,,9,"{""H495"": 9}"
2026-01-30T04:37:25.314235,42686,30230823,Gull Lite 12x500ml,New Location,5690.0,,18,"{""H495"": 18}"
2026-01-30T04:37:25.314235,42696,30230821,Boli 12x500ml,New Location,6190.0,,6,"{""H495"": 6}"
2026-01-30T04:37:25.314235,42733,30230859,Víking Gylltur 12x500ml,New Location,5990.0,,3,"{""H495"": 3}"
2026-01-30T04:37:25.314235,42436,30158966,Coca-Cola 10x330ml,New Location,1290.0,,12,"{""H495"": 12}"
2026-01-30T04:37:25.314235,42699,30230784,Frontera Chardonnay 3L,New Location,6790.0,,5,"{""H495"": 5}"
2026-01-30T04:37:25.314235,42434,30207919,Pepsi Max 12x330ml,New Location,1590.0,,11,"{""H495"": 11}"
2026-01-30T04:37:25.314235,42803,30230911,Einstök Arctic Pale Ale 12x330ml,New Location,4790.0,,1,"{""H495"": 1}"
2026-01-30T04:37:25.314235,42661,30230734,Boli X 12x330ml,New Location,4790.0,,4,"{""H495"": 4}"
2026-01-30T04:37:25.314235,42606,30230633,Koskenkorva Vodka 500ml,New Location,4990.0,,12,"{""H495"": 12}"
2026-01-30T04:37:25.314235,42797,30230931,Absolut Vodka 1L,New Location,10790.0,,6,"{""H495"": 6}"
